TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Papillons by EA Seguy - plate 10 | Nature prints, butterfly prints, botany, wall art, room decor, vintage print | High quality print","This is the tenth plate from a collection of 20 stunning butterfly prints by E A Seguy.

Eugene Alain Seguy was one of the leading French designers at the beginning of the 20th century, working in both the Art Deco and Art Nouveau styles. He published eleven albums of nature-themed work using the pochoir technique, a printing process which involves hand-colouring a large number of stencils - up to 100 for a single print -  to produce solid, bold colours.

---

Take a look at the other prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

Papillons by A E Seguy - plate 10 | Nature prints, butterfly prints, botany, wall art, room decor, vintage print | High quality print",10.6,GBP,48,"Poster,Poster_print,Wall_art,Vintage,Watercolour,Nature,Botanical_art,Wildlife,Nature_print,Butterfly_print,Butterfly_art,Butterfly_poster,High_quality_print",,https://i.etsystatic.com/12853550/r/il/21e1d3/2297352838/il_fullxfull.2297352838_rg4c.jpg,https://i.etsystatic.com/12853550/r/il/ca02aa/2294422368/il_fullxfull.2294422368_h3sk.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Apple and Leaves | Vintage botanical plant print | Botanical prints, wall art, room decor, vintage print, watercolour | High quality print","This stunning apple botanical watercolour study is from a series of watercolours painted in the early 1900s.

---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,48,"Poster,Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Photograph,Vintage,Plant,Watercolour,Apple,Fruit,High_quality_print",,https://i.etsystatic.com/12853550/r/il/626ede/2297830022/il_fullxfull.2297830022_2de4.jpg,https://i.etsystatic.com/12853550/r/il/10b677/2297829788/il_fullxfull.2297829788_rlkn.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Peach Blossom | Vintage botanical plant print, wall art, room decor, watercolour | Quality print","This stunning peach blossom botanical watercolour study is from a series of watercolours painted in the early 1900s.

---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,45,"Poster,Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Photograph,Vintage,Plant,Watercolour,Peach,Blossom,High_quality_print",,https://i.etsystatic.com/12853550/r/il/168e7f/2180116180/il_fullxfull.2180116180_adt6.jpg,,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Peaches | Botanical prints, wall art, room decor, vintage print, watercolour | High quality print","Peach botanical watercolour print. This image is from a series of scientific studies detailing new species of fruit and nuts introduced to the USA during the late 19th and early 20th centuries.

---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

Peach 2 fruit botanical print | Botanical prints, wall art, room decor, vintage print, watercolour | High quality print",10.6,GBP,47,"Poster,Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Vintage,Plant,Watercolour,Fruit,Vintage_print,Peach,High_quality_print",,https://i.etsystatic.com/12853550/r/il/600602/2180107144/il_fullxfull.2180107144_n1c2.jpg,,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Cherry Branch and Leaves | Botanical prints, wall art, room decor, vintage print, watercolour | High quality print","Black cherries botanical watercolour print. This image is from a series of scientific studies detailing new species of fruit and nuts introduced to the USA during the late 19th and early 20th centuries.

---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.
---

Cherries 2 fruit botanical print | Botanical prints, wall art, room decor, vintage print, watercolour | High quality print",10.6,GBP,49,"Poster,Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Vintage,Plant,Watercolour,Fruit,Vintage_print,Cherries,High_quality_print",,https://i.etsystatic.com/12853550/r/il/61474b/2180104456/il_fullxfull.2180104456_ssar.jpg,https://i.etsystatic.com/12853550/r/il/676907/1022471101/il_fullxfull.1022471101_5e4y.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Be Kind to Books Club | Vintage art poster print | Retro wall art for book lovers","Be Kind to Books Club – a carefully restored version of a poster commissioned by the WPA Federal Art Project, a scheme by the US Government to fund the visual arts from 1935-1943.

---

Prints are available in a variety of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.
---

Or view our full range of art prints and downloadables:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Be Kind to Books Club | Vintage wall art, vintage art print, funny poster print, poster design for book lovers | High quality print",10.6,GBP,999,"Blue,Wall_art,Poster,Retro,Funny,Book,Book_lovers,1930s,WPA,American,Vintage,High_quality_print",,https://i.etsystatic.com/12853550/r/il/8bab69/2178742250/il_fullxfull.2178742250_8d4q.jpg,https://i.etsystatic.com/12853550/r/il/b44097/966233270/il_fullxfull.966233270_5vsl.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"And God Set Them in the Heavens | Genesis Bible print, Paul Nash |  Woodcut engraving, art, Bible, high quality print, black & white","This is the seventh in an amazing series of woodcut prints by Paul Nash, illustrating the first chapter of Genesis.

""And God set them in the firmament of the heaven to give light upon the earth, and to rule over the day and over the night, and to divide the light from the darkness: and God saw that it was good. And the evening and the morning were the fourth day.""

Paul Nash (11 May 1889 – 11 July 1946) was a British surrealist painter and war artist, as well as a photographer, writer and designer of applied art. Nash was among the most important landscape artists of the first half of the twentieth century. He played a key role in the development of Modernism in English art.

The prints in this set were first published in 1924 by Nonesuch Press as 'Genesis – Twelve woodcuts by Paul Nash with the first chapter of Genesis in the Authorised Version'.

---

Take a look at the other prints in this collection: https://www.etsy.com/uk/shop/TheDoveAndTheSeagull?ref=hdr_shop_menu§ion_id=19099181

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

And God set them in the firmament Genesis Bible print, Paul Nash |  Woodcut engraving, art, Bible, high quality print, black & white

Wellcome Library, London",10.6,GBP,46,"Poster,Poster_print,Wall_art,Vintage,Woodcut,Genesis,Black_and_white,Bible,Paul_Nash,Engraving,Creation,Modern_art,High_quality_print",,https://i.etsystatic.com/12853550/r/il/ea6eda/2343275923/il_fullxfull.2343275923_snec.jpg,https://i.etsystatic.com/12853550/r/il/86da25/1017777803/il_fullxfull.1017777803_9v7b.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Chillis and Peppers | Antique botanical print | Kitchen wall art | Gardening and seed poster | Vintage home decor | AB17","This vintage illustration has been digitally enhanced and printed using high quality inks on heavyweight enhanced matt art paper. A fantastic gift or a fabulous addition to your home!
 
---

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Please choose between the sizes available, though if you have a specific size requirement, get in touch – we're always happy to help Prints have a white border around the edges to allow for easy framing.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,1,"Botanical_art,Photograph,Vintage,Art_poster,Kitchen_wall_art,Vegetables_print,Home_decor,Kitchen_print,Antique_botanical,Gardening_print,Gardening_wall_art,Cooking,Chilli_pepper",,https://i.etsystatic.com/12853550/r/il/b5b2c7/2296045610/il_fullxfull.2296045610_sg6a.jpg,https://i.etsystatic.com/12853550/r/il/fa57c5/2296045590/il_fullxfull.2296045590_pv4t.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Algae Cyanotype (Sargassum) by Anna Atkins | Vintage photographic botanical art print for nature lovers","""The difficulty of making accurate drawings of objects as minute as many of the Algae and Confera, has induced me to avail myself of Sir John Herschel's beautiful process of Cyanotype, to obtain impressions of the plants themselves,""

Anna Atkins (1799-1871) was an amateur botanist especially interested in scientific illustration and taxonomy. Her goal in producing Photographs of British Algae was to provide a visual companion to William Harvey's pioneering but unillustrated 1841 publication Manual of British Algae.

This book is a landmark in the histories both of photography and of publishing: the first photographic work by a woman, and the first book produced entirely by photographic means.


---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

----

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm Enhanced Matte Art Paper, a premium-quality heavyweight fine art print material with a smooth, clean finish. This museum-quality paper is extremely consistent and works perfectly with large, full colour graphics or illustrations. The matte finish emphasises different highlights and tones, helping to create stunning works of art.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Poster,Wall_decor,Nature,Botanical_print,Plant_lovers_gift,Plant_illustration,Cottage_decor,Flower_art_print,Cottage,Anna_Atkins,Algae,Cyanotype,Vintage_photography",,https://i.etsystatic.com/12853550/r/il/98a602/2369827904/il_fullxfull.2369827904_11ph.jpg,https://i.etsystatic.com/12853550/r/il/8a2ebb/2369828014/il_fullxfull.2369828014_pjj6.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Algae Cyanotype (Pilota Sericea) by Anna Atkins | Vintage photographic botanical art print for nature lovers","""The difficulty of making accurate drawings of objects as minute as many of the Algae and Confera, has induced me to avail myself of Sir John Herschel's beautiful process of Cyanotype, to obtain impressions of the plants themselves,""

Anna Atkins (1799-1871) was an amateur botanist especially interested in scientific illustration and taxonomy. Her goal in producing Photographs of British Algae was to provide a visual companion to William Harvey's pioneering but unillustrated 1841 publication Manual of British Algae.

This book is a landmark in the histories both of photography and of publishing: the first photographic work by a woman, and the first book produced entirely by photographic means.


---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

----

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm Enhanced Matte Art Paper, a premium-quality heavyweight fine art print material with a smooth, clean finish. This museum-quality paper is extremely consistent and works perfectly with large, full colour graphics or illustrations. The matte finish emphasises different highlights and tones, helping to create stunning works of art.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Poster,Wall_decor,Nature,Botanical_print,Plant_lovers_gift,Plant_illustration,Cottage_decor,Flower_art_print,Cottage,Anna_Atkins,Algae,Cyanotype,Vintage_photography",,https://i.etsystatic.com/12853550/r/il/48e3ae/2369827008/il_fullxfull.2369827008_9u7y.jpg,https://i.etsystatic.com/12853550/r/il/7298a9/2417434435/il_fullxfull.2417434435_inw8.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Algae Cyanotype by Anna Atkins | Vintage photographic botanical art print for nature lovers","""The difficulty of making accurate drawings of objects as minute as many of the Algae and Confera, has induced me to avail myself of Sir John Herschel's beautiful process of Cyanotype, to obtain impressions of the plants themselves,""

Anna Atkins (1799-1871) was an amateur botanist especially interested in scientific illustration and taxonomy. Her goal in producing Photographs of British Algae was to provide a visual companion to William Harvey's pioneering but unillustrated 1841 publication Manual of British Algae.

This book is a landmark in the histories both of photography and of publishing: the first photographic work by a woman, and the first book produced entirely by photographic means.


---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

----

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm Enhanced Matte Art Paper, a premium-quality heavyweight fine art print material with a smooth, clean finish. This museum-quality paper is extremely consistent and works perfectly with large, full colour graphics or illustrations. The matte finish emphasises different highlights and tones, helping to create stunning works of art.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Poster,Wall_decor,Nature,Botanical_print,Plant_lovers_gift,Plant_illustration,Cottage_decor,Flower_art_print,Cottage,Anna_Atkins,Algae,Cyanotype,Vintage_photography",,https://i.etsystatic.com/12853550/r/il/08d38f/2369825044/il_fullxfull.2369825044_7dnz.jpg,https://i.etsystatic.com/12853550/r/il/85cd0b/2417432139/il_fullxfull.2417432139_70km.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Algae Cyanotype by Anna Atkins | Vintage photographic botanical art print for nature lovers","""The difficulty of making accurate drawings of objects as minute as many of the Algae and Confera, has induced me to avail myself of Sir John Herschel's beautiful process of Cyanotype, to obtain impressions of the plants themselves,""

Anna Atkins (1799-1871) was an amateur botanist especially interested in scientific illustration and taxonomy. Her goal in producing Photographs of British Algae was to provide a visual companion to William Harvey's pioneering but unillustrated 1841 publication Manual of British Algae.

This book is a landmark in the histories both of photography and of publishing: the first photographic work by a woman, and the first book produced entirely by photographic means.


---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

----

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm Enhanced Matte Art Paper, a premium-quality heavyweight fine art print material with a smooth, clean finish. This museum-quality paper is extremely consistent and works perfectly with large, full colour graphics or illustrations. The matte finish emphasises different highlights and tones, helping to create stunning works of art.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Poster,Wall_decor,Nature,Botanical_print,Plant_lovers_gift,Plant_illustration,Cottage_decor,Flower_art_print,Cottage,Anna_Atkins,Algae,Cyanotype,Vintage_photography",,https://i.etsystatic.com/12853550/r/il/9901c7/2369818534/il_fullxfull.2369818534_47el.jpg,https://i.etsystatic.com/12853550/r/il/467bb7/2417425809/il_fullxfull.2417425809_bwtr.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Algae Cyanotype by Anna Atkins | Vintage photographic botanical art print for nature lovers","""The difficulty of making accurate drawings of objects as minute as many of the Algae and Confera, has induced me to avail myself of Sir John Herschel's beautiful process of Cyanotype, to obtain impressions of the plants themselves,""

Anna Atkins (1799-1871) was an amateur botanist especially interested in scientific illustration and taxonomy. Her goal in producing Photographs of British Algae was to provide a visual companion to William Harvey's pioneering but unillustrated 1841 publication Manual of British Algae.

This book is a landmark in the histories both of photography and of publishing: the first photographic work by a woman, and the first book produced entirely by photographic means.


---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

----

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm Enhanced Matte Art Paper, a premium-quality heavyweight fine art print material with a smooth, clean finish. This museum-quality paper is extremely consistent and works perfectly with large, full colour graphics or illustrations. The matte finish emphasises different highlights and tones, helping to create stunning works of art.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Poster,Wall_decor,Nature,Botanical_print,Plant_lovers_gift,Plant_illustration,Cottage_decor,Flower_art_print,Cottage,Anna_Atkins,Algae,Cyanotype,Vintage_photography",,https://i.etsystatic.com/12853550/r/il/54fe67/2417424631/il_fullxfull.2417424631_jwrw.jpg,https://i.etsystatic.com/12853550/r/il/7abd91/2369817092/il_fullxfull.2369817092_alf9.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Algae Cyanotype by Anna Atkins | Vintage photographic botanical art print for nature lovers","""The difficulty of making accurate drawings of objects as minute as many of the Algae and Confera, has induced me to avail myself of Sir John Herschel's beautiful process of Cyanotype, to obtain impressions of the plants themselves,""

Anna Atkins (1799-1871) was an amateur botanist especially interested in scientific illustration and taxonomy. Her goal in producing Photographs of British Algae was to provide a visual companion to William Harvey's pioneering but unillustrated 1841 publication Manual of British Algae.

This book is a landmark in the histories both of photography and of publishing: the first photographic work by a woman, and the first book produced entirely by photographic means.


---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

----

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm Enhanced Matte Art Paper, a premium-quality heavyweight fine art print material with a smooth, clean finish. This museum-quality paper is extremely consistent and works perfectly with large, full colour graphics or illustrations. The matte finish emphasises different highlights and tones, helping to create stunning works of art.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Poster,Wall_decor,Nature,Botanical_print,Plant_lovers_gift,Plant_illustration,Cottage_decor,Flower_art_print,Cottage,Anna_Atkins,Algae,Cyanotype,Vintage_photography",,https://i.etsystatic.com/12853550/r/il/f3f8b9/2369816304/il_fullxfull.2369816304_reuo.jpg,https://i.etsystatic.com/12853550/r/il/732540/2417424071/il_fullxfull.2417424071_smvn.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
